,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,calendar_last_scraped,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,host_neighbourhood,license,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_listings_count,minimum_maximum_nights,last_review,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_value,instant_bookable
3290,100%,f,3,6,"['phone', 'work_email']",t,t,5,1.0,5.0,t,29/12/24,20,0,25/02/24,18/11/24,4.05,4.1,4.15,4.45,,,64,210,29/12/24,20,20,5,5,1.0,5.0,,t,Entire home/apt,4,1.0,1 bath,1.0,3,0,,t,3,3,0,0,1.94,3,5,18/11/24,4.05,4.15,4.45,4.0,t
3291,91%,t,1,1,"['email', 'phone']",t,t,30,1.0,30.0,t,29/12/24,33,1,22/03/24,08/12/24,5.0,5.0,5.0,5.0,,,85,85,29/12/24,33,33,30,30,1.0,30.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,3.5,1,30,08/12/24,5.0,5.0,5.0,4.97,f
3292,80%,f,1,1,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,2,0,31/03/24,28/07/24,5.0,5.0,5.0,5.0,,,0,0,29/12/24,2,2,365,365,2.0,365.0,,t,Entire home/apt,4,,1 bath,2.0,1,0,,f,1,1,0,0,0.22,1,365,28/07/24,5.0,5.0,5.0,5.0,f
3293,100%,t,1,1,"['email', 'phone']",t,t,30,1.3,30.0,t,29/12/24,30,0,05/05/24,14/10/24,4.97,5.0,4.93,4.93,,,5,126,29/12/24,30,30,30,30,1.3,30.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,3.77,1,30,14/10/24,4.97,4.93,4.93,4.93,f
3294,0%,f,1,1,['phone'],t,t,365,1.0,365.0,,29/12/24,0,0,,,,,,,,,89,269,29/12/24,0,0,365,365,1.0,365.0,,,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,,1,365,,,,,,f
3295,100%,t,3,3,"['email', 'phone']",t,t,28,3.4,28.0,t,29/12/24,3,0,07/07/24,02/09/24,4.67,4.33,4.67,4.67,,,72,286,29/12/24,3,3,28,28,3.4,28.0,,t,Private room,2,1.0,1 private bath,1.0,1,2,,t,3,1,2,0,0.51,3,28,02/09/24,4.67,4.67,4.67,5.0,t
3296,75%,f,1,1,"['email', 'phone']",t,t,120,28.0,120.0,t,29/12/24,2,0,01/09/24,23/10/24,5.0,5.0,5.0,5.0,,,0,0,29/12/24,2,2,120,120,28.0,120.0,,t,Entire home/apt,5,,2.5 baths,3.0,1,0,,f,1,1,0,0,0.5,1,120,23/10/24,5.0,5.0,5.0,5.0,f
3297,98%,t,1,1,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,45,3,04/03/24,15/12/24,5.0,4.98,4.98,4.98,,,79,168,29/12/24,45,45,1125,1125,2.0,1125.0,,t,Entire home/apt,3,1.0,1 bath,1.0,1,0,,f,1,1,0,0,4.49,1,1125,15/12/24,5.0,4.98,4.98,4.91,f
3298,87%,t,3,3,"['email', 'phone']",t,t,365,2.8,365.0,t,29/12/24,9,1,25/05/24,21/12/24,5.0,5.0,5.0,5.0,,,73,326,29/12/24,9,9,365,365,2.8,365.0,,t,Entire home/apt,4,1.0,1 bath,1.0,2,0,,f,2,2,0,0,1.23,3,365,21/12/24,5.0,5.0,5.0,4.78,f
3299,100%,t,1,1,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,23,2,10/03/24,28/12/24,5.0,4.91,4.96,4.87,,,87,87,29/12/24,23,23,365,365,2.0,365.0,,t,Entire home/apt,4,1.0,1 bath,3.0,1,0,,f,1,1,0,0,2.34,1,365,28/12/24,5.0,4.96,4.87,4.91,f
3300,67%,f,1,2,"['phone', 'work_email']",t,t,365,7.0,365.0,t,29/12/24,3,0,16/06/24,30/09/24,5.0,5.0,5.0,5.0,,,90,269,29/12/24,3,3,365,365,7.0,365.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.46,1,365,30/09/24,5.0,5.0,5.0,5.0,f
3301,78%,t,1,1,"['email', 'phone', 'work_email']",t,t,30,2.0,30.0,t,29/12/24,15,0,13/06/24,07/10/24,5.0,4.87,4.93,5.0,,,86,175,29/12/24,15,15,30,30,2.0,30.0,,t,Entire home/apt,5,2.0,2 baths,3.0,1,0,,f,1,1,0,0,2.25,1,30,07/10/24,5.0,4.93,5.0,4.87,f
3302,100%,t,1,1,"['email', 'phone']",t,t,21,2.3,21.0,t,29/12/24,37,0,09/03/24,14/10/24,4.97,4.97,4.78,4.95,,,0,14,29/12/24,37,37,21,21,2.3,21.0,,t,Entire home/apt,6,2.0,2 baths,3.0,1,0,,f,1,1,0,0,3.75,1,21,14/10/24,4.97,4.78,4.95,4.86,f
3303,85%,t,1,1,"['email', 'phone']",t,f,1125,2.0,1125.0,t,29/12/24,15,0,30/03/24,03/11/24,5.0,4.87,4.93,4.93,,,71,71,29/12/24,15,15,1125,1125,2.0,1125.0,,t,Private room,2,2.0,2 baths,1.0,0,1,,f,1,0,1,0,1.64,1,1125,03/11/24,5.0,4.93,4.93,5.0,f
3304,100%,t,1,1,"['email', 'phone']",t,f,180,2.0,180.0,t,29/12/24,15,0,27/05/24,17/11/24,5.0,5.0,5.0,5.0,,1513,9,172,29/12/24,15,15,180,180,2.0,180.0,,t,Entire home/apt,3,1.0,1 bath,1.0,1,0,1513,f,1,1,0,0,2.07,1,180,17/11/24,5.0,5.0,5.0,5.0,f
3305,99%,t,1,1,"['email', 'phone']",f,f,1125,1.0,1125.0,t,29/12/24,46,3,31/03/24,26/12/24,4.93,4.91,4.87,4.93,,,11,169,29/12/24,46,46,1125,1125,1.0,1125.0,,t,Entire home/apt,8,1.0,1 bath,2.0,1,0,,f,1,1,0,0,5.04,1,1125,26/12/24,4.93,4.87,4.93,4.83,f
3306,100%,t,1,2,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,46,3,07/04/24,23/12/24,4.98,4.98,5.0,4.98,,,61,227,29/12/24,46,46,1125,1125,1.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,t,1,1,0,0,5.17,1,1125,23/12/24,4.98,5.0,4.98,4.87,t
3307,100%,f,1,2,"['email', 'phone', 'work_email']",t,t,365,30.0,365.0,t,29/12/24,0,0,,,,,,,,,0,33,29/12/24,0,0,365,365,30.0,365.0,,t,Entire home/apt,6,2.0,2 baths,4.0,1,0,,f,1,1,0,0,,1,365,,,,,,f
3308,98%,t,1,1,['phone'],t,t,1125,1.1,1125.0,t,29/12/24,35,1,31/03/24,11/12/24,4.83,4.89,4.91,4.74,,,53,220,29/12/24,35,35,1125,1125,1.1,1125.0,,t,Entire home/apt,3,1.0,1 bath,1.0,1,0,,f,1,1,0,0,3.83,1,1125,11/12/24,4.83,4.91,4.74,4.83,f
3309,,f,1,2,"['email', 'phone', 'work_email']",t,t,365,3.0,365.0,t,29/12/24,0,0,,,,,,,,,0,0,29/12/24,0,0,365,365,3.0,365.0,,t,Entire home/apt,6,,3 baths,4.0,1,0,,f,1,1,0,0,,1,365,,,,,,f
3310,100%,t,2,2,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,30,0,31/03/24,27/10/24,4.93,4.97,4.87,4.97,,,4,4,29/12/24,30,30,1125,1125,2.0,1125.0,,t,Entire home/apt,6,2.0,2 baths,3.0,1,0,,f,1,1,0,0,3.28,2,1125,27/10/24,4.93,4.87,4.97,4.83,f
3311,96%,t,1,1,"['email', 'phone']",f,t,30,2.0,30.0,t,29/12/24,32,3,27/05/24,15/12/24,5.0,5.0,4.97,5.0,,,40,235,29/12/24,32,32,30,30,2.0,30.0,,t,Entire home/apt,6,1.0,1 bath,3.0,1,0,,f,1,1,0,0,4.42,1,30,15/12/24,5.0,4.97,5.0,4.94,f
3312,100%,f,1,1,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,6,0,27/05/24,22/11/24,5.0,5.0,5.0,5.0,,,0,210,29/12/24,6,6,1125,1125,30.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.83,1,1125,22/11/24,5.0,5.0,5.0,5.0,f
3313,60%,f,1,1,['phone'],t,t,7,2.0,7.0,t,29/12/24,3,1,20/05/24,08/12/24,5.0,5.0,5.0,5.0,,,0,44,29/12/24,3,3,7,7,2.0,7.0,,t,Entire home/apt,6,1.5,1.5 baths,2.0,1,0,,f,1,1,0,0,0.4,1,7,08/12/24,5.0,5.0,5.0,5.0,f
3314,20%,f,1,1,"['email', 'phone']",t,t,31,5.0,31.0,t,29/12/24,2,0,03/04/24,22/05/24,5.0,5.0,5.0,5.0,,,90,179,29/12/24,2,2,31,31,5.0,31.0,,t,Private room,2,1.0,1 private bath,0.0,0,1,,f,1,0,1,0,0.22,1,31,22/05/24,5.0,5.0,5.0,4.5,f
3315,99%,t,3,5,"['email', 'phone']",t,t,365,2.1,365.0,t,29/12/24,8,2,28/04/24,15/12/24,5.0,5.0,5.0,5.0,,,56,301,29/12/24,8,8,365,365,2.1,365.0,,t,Entire home/apt,14,4.0,4 baths,4.0,3,0,,f,3,3,0,0,0.98,3,365,15/12/24,5.0,5.0,5.0,5.0,f
3316,98%,t,2,2,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,56,3,18/03/24,26/12/24,4.86,4.79,4.86,4.95,,,86,265,29/12/24,56,56,365,365,1.0,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,2,0,,t,2,2,0,0,5.85,2,365,26/12/24,4.86,4.86,4.95,4.7,t
3317,96%,t,9,35,"['email', 'phone']",t,t,365,90.0,365.0,t,29/12/24,0,0,,,,,,,,,88,268,29/12/24,0,0,365,365,90.0,365.0,,t,Entire home/apt,5,2.0,2 baths,2.0,7,0,,f,7,7,0,0,,9,365,,,,,,f
3318,83%,f,2,3,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,5,0,14/07/24,24/08/24,4.2,4.0,4.2,5.0,,,90,364,29/12/24,5,5,1125,1125,2.0,1125.0,,t,Private room,4,1.5,1.5 baths,2.0,0,2,,f,2,0,2,0,0.89,2,1125,24/08/24,4.2,4.2,5.0,3.8,f
3319,100%,t,1,1,"['email', 'phone']",t,t,31,2.0,31.0,t,29/12/24,30,2,20/05/24,08/12/24,5.0,5.0,5.0,5.0,,,72,327,29/12/24,30,30,31,31,2.0,31.0,,t,Entire home/apt,6,1.0,1 bath,2.0,1,0,,f,1,1,0,0,4.02,1,31,08/12/24,5.0,5.0,5.0,4.87,f
3320,25%,f,32,73,"['email', 'phone']",t,t,365,91.0,365.0,t,29/12/24,0,0,,,,,,,Victoria West,,89,364,29/12/24,0,0,365,365,91.0,365.0,,t,Entire home/apt,4,1.0,1 bath,2.0,32,0,,f,32,32,0,0,,32,365,,,,,,f
3321,25%,f,32,73,"['email', 'phone']",t,t,365,91.0,365.0,t,29/12/24,0,0,,,,,,,Victoria West,,90,364,29/12/24,0,0,365,365,91.0,365.0,,t,Entire home/apt,8,1.0,1 bath,1.0,32,0,,f,32,32,0,0,,32,365,,,,,,f
3322,25%,f,32,73,"['email', 'phone']",t,t,365,91.0,365.0,t,29/12/24,0,0,,,,,,,Victoria West,,89,364,29/12/24,0,0,365,365,91.0,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,32,0,,f,32,32,0,0,,32,365,,,,,,f
3323,100%,t,3,4,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,10,0,19/05/24,18/08/24,5.0,5.0,5.0,5.0,Cadboro Bay,,0,123,29/12/24,10,10,1125,1125,2.0,1125.0,,t,Private room,2,1.0,1 private bath,1.0,0,3,,f,3,0,3,0,1.33,3,1125,18/08/24,5.0,5.0,5.0,5.0,f
3324,80%,f,1,1,"['email', 'phone']",t,f,365,30.0,365.0,t,29/12/24,0,0,,,,,,,Gonzales,,57,237,29/12/24,0,0,365,365,30.0,365.0,,t,Entire home/apt,2,2.0,2 baths,1.0,1,0,,f,1,1,0,0,,1,365,,,,,,f
3325,,f,1,1,"['email', 'phone']",t,t,365,90.0,365.0,t,29/12/24,0,0,,,,,,,,,0,273,29/12/24,0,0,365,365,90.0,365.0,,t,Entire home/apt,6,1.5,1.5 baths,3.0,1,0,,f,1,1,0,0,,1,365,,,,,,f
3326,96%,t,3,3,"['email', 'phone']",t,t,3,1.0,3.0,t,29/12/24,16,0,07/07/24,14/10/24,5.0,5.0,5.0,5.0,,,14,14,29/12/24,16,16,3,3,1.0,3.0,,t,Private room,2,1.0,1 private bath,1.0,1,1,,f,2,1,1,0,2.73,3,3,14/10/24,5.0,5.0,5.0,5.0,f
3327,,f,1,1,['phone'],t,t,365,1.9,365.0,t,29/12/24,0,0,,,,,,,,,86,224,29/12/24,0,0,365,365,1.9,365.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,t,1,1,0,0,,1,365,,,,,,t
3328,100%,f,1,1,['phone'],t,t,365,1.0,365.0,t,29/12/24,50,0,20/03/24,30/08/24,4.54,4.52,4.3,4.78,,,0,0,29/12/24,50,50,365,365,1.0,365.0,,t,Entire home/apt,4,,1 bath,1.0,1,0,,t,1,1,0,0,5.26,1,365,30/08/24,4.54,4.3,4.78,4.48,t
3329,25%,f,32,73,"['email', 'phone']",t,t,365,91.0,365.0,t,29/12/24,0,0,,,,,,,Victoria West,,90,364,29/12/24,0,0,365,365,91.0,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,32,0,,f,32,32,0,0,,32,365,,,,,,f
3330,85%,f,11,12,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,5,0,26/05/24,29/08/24,4.8,4.8,4.8,5.0,,,88,348,29/12/24,5,5,365,365,2.0,365.0,,t,Entire home/apt,12,4.5,4.5 baths,5.0,11,0,,f,11,11,0,0,0.69,11,365,29/08/24,4.8,4.8,5.0,4.8,f
3331,100%,t,2,2,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,19,0,27/05/24,05/11/24,4.58,4.79,4.47,4.95,,,86,86,29/12/24,19,19,365,365,1.0,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,2,0,,f,2,2,0,0,2.63,2,365,05/11/24,4.58,4.47,4.95,4.58,f
3332,100%,f,9,12,"['email', 'phone']",t,t,90,2.0,90.0,t,29/12/24,47,2,28/05/24,21/12/24,4.94,4.94,4.98,4.96,,,38,184,29/12/24,47,47,90,90,2.0,90.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,6.53,9,90,21/12/24,4.94,4.98,4.96,4.83,f
3333,77%,f,1,1,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,10,4,20/10/24,22/12/24,4.9,5.0,4.9,5.0,,,58,286,29/12/24,10,10,365,365,2.0,365.0,,t,Entire home/apt,2,1.0,1 bath,0.0,1,0,,f,1,1,0,0,4.23,1,365,22/12/24,4.9,4.9,5.0,5.0,f
3334,100%,t,1,4,"['email', 'phone']",t,t,14,2.0,14.0,t,29/12/24,23,0,25/05/24,10/09/24,4.96,4.91,5.0,4.91,,,0,104,29/12/24,23,23,14,14,2.0,14.0,,t,Entire home/apt,4,1.5,1.5 baths,1.0,1,0,,f,1,1,0,0,3.15,1,14,10/09/24,4.96,5.0,4.91,4.83,f
3335,100%,t,2,2,"['email', 'phone', 'work_email']",t,t,60,1.0,60.0,t,29/12/24,10,0,22/05/24,16/09/24,5.0,5.0,5.0,5.0,,,79,346,29/12/24,10,10,60,60,1.0,60.0,,t,Private room,4,1.0,1 private bath,2.0,0,2,,f,2,0,2,0,1.35,2,60,16/09/24,5.0,5.0,5.0,4.8,f
3336,80%,t,1,1,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,13,0,26/07/24,23/08/24,4.77,4.62,4.92,4.92,,,56,330,29/12/24,13,13,365,365,2.0,365.0,,t,Private room,4,1.0,1 bath,2.0,0,1,,f,1,0,1,0,2.48,1,365,23/08/24,4.77,4.92,4.92,4.85,f
3337,100%,f,1,1,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,0,0,,,,,,,,,89,178,29/12/24,0,0,365,365,1.0,365.0,,t,Private room,1,1.0,1 private bath,1.0,0,1,,f,1,0,1,0,,1,365,,,,,,f
3338,100%,f,1,1,"['email', 'phone']",t,t,365,1.9,79.5,t,29/12/24,10,0,13/07/24,18/11/24,4.1,4.1,4.0,4.3,Downtown,Exempt,88,337,29/12/24,10,10,30,365,1.9,79.5,,t,Entire home/apt,4,2.0,2 baths,2.0,1,0,Exempt,f,1,1,0,0,1.76,1,30,18/11/24,4.1,4.0,4.3,3.7,f
3339,100%,f,1,1,"['email', 'phone']",t,t,60,10.0,60.0,t,29/12/24,4,0,29/07/24,12/10/24,5.0,5.0,5.0,5.0,James Bay,46718,51,236,29/12/24,4,4,60,60,10.0,60.0,,t,Entire home/apt,4,1.5,1.5 baths,3.0,1,0,46718,f,1,1,0,0,0.78,1,60,12/10/24,5.0,5.0,5.0,5.0,f
3340,85%,f,1,1,"['email', 'phone']",t,f,90,2.0,90.0,t,29/12/24,12,0,05/05/24,06/10/24,4.67,4.67,4.5,4.92,,,76,255,29/12/24,12,12,90,90,2.0,90.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,1.51,1,90,06/10/24,4.67,4.5,4.92,4.5,f
3341,97%,t,30,72,"['email', 'phone', 'work_email']",t,t,1125,90.0,1125.0,t,29/12/24,1,0,16/05/24,16/05/24,1.0,3.0,5.0,4.0,Downtown,,90,365,29/12/24,1,1,1125,1125,90.0,1125.0,,t,Entire home/apt,4,2.0,2 baths,1.0,13,1,,t,14,13,1,0,0.13,30,1125,16/05/24,1.0,5.0,4.0,1.0,t
3342,100%,f,14,15,"['email', 'phone']",t,t,999,1.0,999.0,t,29/12/24,0,0,,,,,,,,,0,0,29/12/24,0,0,999,999,1.0,999.0,,t,Entire home/apt,6,1.5,1.5 baths,2.0,6,0,,t,6,6,0,0,,14,999,,,,,,t
3343,98%,t,1,1,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,93,3,31/03/24,10/12/24,5.0,5.0,5.0,4.98,,,67,308,29/12/24,93,93,1125,1125,1.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,10.18,1,1125,10/12/24,5.0,5.0,4.98,4.97,f
3344,100%,f,5,5,"['email', 'phone', 'work_email']",t,t,90,1.0,90.0,t,29/12/24,1,0,11/08/24,11/08/24,5.0,5.0,5.0,5.0,,,37,306,29/12/24,1,1,90,90,1.0,90.0,,t,Entire home/apt,6,1.0,1 bath,2.0,5,0,,f,5,5,0,0,0.21,5,90,11/08/24,5.0,5.0,5.0,5.0,f
3345,100%,t,2,2,"['email', 'phone', 'work_email']",t,t,365,1.0,365.0,t,29/12/24,36,0,05/05/24,15/11/24,4.97,5.0,5.0,5.0,,,79,251,29/12/24,36,36,365,365,1.0,365.0,,t,Private room,2,1.0,1 private bath,1.0,0,2,,t,2,0,2,0,4.52,2,365,15/11/24,4.97,5.0,5.0,4.92,t
3346,97%,t,2,2,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,23,0,20/05/24,14/10/24,4.91,4.87,4.87,5.0,,,55,58,29/12/24,23,23,1125,1125,2.0,1125.0,,t,Entire home/apt,14,3.0,3 baths,4.0,2,0,,f,2,2,0,0,3.08,2,1125,14/10/24,4.91,4.87,5.0,4.83,f
3347,80%,f,31,46,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,0,0,,,,,,,Downtown,,33,276,29/12/24,0,0,1125,1125,30.0,1125.0,,t,Entire home/apt,4,2.0,2 baths,2.0,30,0,,f,30,30,0,0,,31,1125,,,,,,f
3348,100%,f,1,1,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,6,0,31/03/24,02/09/24,4.67,4.83,5.0,4.17,,,90,276,29/12/24,6,6,1125,1125,2.0,1125.0,,t,Private room,5,1.0,1 private bath,3.0,0,1,,t,1,0,1,0,0.66,1,1125,02/09/24,4.67,5.0,4.17,4.5,t
3349,83%,t,1,1,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,18,0,27/04/24,31/08/24,4.89,4.67,4.78,4.78,Gorge -Tillicum Area,,0,0,29/12/24,18,18,1125,1125,1.0,1125.0,,t,Entire home/apt,4,,1 bath,2.0,1,0,,f,1,1,0,0,2.19,1,1125,31/08/24,4.89,4.78,4.78,4.83,f
3350,99%,f,16,24,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,13,0,16/05/24,25/10/24,4.69,4.85,4.85,5.0,Gorge -Tillicum Area,,60,61,29/12/24,13,13,365,365,1.0,365.0,,t,Entire home/apt,3,1.0,1 bath,2.0,11,1,,t,12,11,1,0,1.71,16,365,25/10/24,4.69,4.85,5.0,4.54,t
3351,0%,f,1,1,"['email', 'phone']",t,f,14,3.0,14.0,t,29/12/24,0,0,,,,,,,,,0,139,29/12/24,0,0,14,14,3.0,14.0,,t,Entire home/apt,6,2.0,2 baths,2.0,1,0,,f,1,1,0,0,,1,14,,,,,,f
3352,50%,f,1,1,"['email', 'phone']",t,t,49,30.0,49.0,t,29/12/24,1,0,16/08/24,16/08/24,5.0,5.0,4.0,5.0,Jubilee,,0,0,29/12/24,1,1,49,49,30.0,49.0,,t,Entire home/apt,4,,1 bath,2.0,1,0,,f,1,1,0,0,0.22,1,49,16/08/24,5.0,4.0,5.0,5.0,f
3353,100%,t,1,1,['phone'],t,t,365,1.0,365.0,t,29/12/24,27,0,22/04/24,14/10/24,4.93,4.78,5.0,4.93,,,90,269,29/12/24,27,27,365,365,1.0,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,3.21,1,365,14/10/24,4.93,5.0,4.93,4.93,f
3354,97%,t,35,60,"['email', 'phone']",t,t,1000,73.1,1000.0,t,29/12/24,30,2,11/05/24,13/12/24,4.87,4.97,4.8,4.87,Fernwood,44737,48,48,29/12/24,30,30,1000,1000,73.1,1000.0,,t,Entire home/apt,4,1.0,1 bath,1.0,33,0,44737,t,33,33,0,0,3.86,35,1000,13/12/24,4.87,4.8,4.87,4.73,t
3355,97%,t,35,60,"['email', 'phone']",t,t,1000,72.9,1000.0,t,29/12/24,38,1,14/04/24,08/12/24,5.0,5.0,5.0,4.97,Fernwood,44815,50,50,29/12/24,38,38,1000,1000,72.9,1000.0,,t,Entire home/apt,6,2.0,2 baths,2.0,33,0,44815,t,33,33,0,0,4.38,35,1000,08/12/24,5.0,5.0,4.97,4.87,t
3356,100%,f,5,5,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,58,2,19/05/24,28/12/24,4.41,4.62,4.26,4.64,,,82,85,29/12/24,58,58,365,365,1.0,365.0,,t,Private room,2,1.0,1 shared bath,1.0,1,3,,t,4,1,3,0,7.73,5,365,28/12/24,4.41,4.26,4.64,4.43,t
3357,96%,t,3,8,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,4,0,07/04/24,21/07/24,5.0,4.25,4.75,5.0,,,0,143,29/12/24,4,4,365,365,1.0,365.0,,t,Private room,2,1.0,1 bath,1.0,0,3,,t,3,0,3,0,0.45,3,365,21/07/24,5.0,4.75,5.0,4.5,t
3358,94%,t,1,2,"['email', 'phone']",t,t,10,2.0,10.0,t,29/12/24,17,0,20/05/24,09/11/24,4.82,4.82,4.82,4.94,,,39,39,29/12/24,17,17,10,10,2.0,10.0,,t,Entire home/apt,4,1.0,1 bath,3.0,1,0,,f,1,1,0,0,2.28,1,10,09/11/24,4.82,4.82,4.94,4.88,f
3359,97%,t,1,1,"['email', 'phone', 'work_email']",t,t,7,2.0,7.0,t,29/12/24,24,0,20/05/24,21/09/24,4.96,4.96,5.0,5.0,,,29,29,29/12/24,24,24,7,7,2.0,7.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,3.21,1,7,21/09/24,4.96,5.0,5.0,4.79,f
3360,97%,t,45,162,"['email', 'phone']",t,t,365,90.0,365.0,t,29/12/24,0,0,,,,,,,Harris Green,46493,43,318,29/12/24,0,0,365,365,90.0,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,43,0,46493,t,43,43,0,0,,45,365,,,,,,t
3361,0%,f,1,2,"['email', 'phone']",t,f,47,31.0,47.0,t,29/12/24,0,0,,,,,,,,,0,65,29/12/24,0,0,47,47,31.0,47.0,,t,Entire home/apt,6,3.0,3 baths,4.0,1,0,,f,1,1,0,0,,1,47,,,,,,f
3362,97%,t,5,5,"['email', 'phone']",t,t,365,1.6,365.0,t,29/12/24,9,0,07/07/24,11/11/24,5.0,5.0,5.0,4.89,,,87,120,29/12/24,9,9,365,365,1.6,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,3,0,,f,3,3,0,0,1.53,5,365,11/11/24,5.0,5.0,4.89,4.89,f
3363,100%,t,2,2,"['email', 'phone']",t,t,1125,90.0,1125.0,t,29/12/24,0,0,,,,,,,Downtown,,29,304,29/12/24,0,0,1125,1125,90.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,t,1,1,0,0,,2,1125,,,,,,t
3364,100%,f,2,2,"['email', 'phone']",t,t,7,1.1,7.0,t,29/12/24,1,0,12/08/24,12/08/24,5.0,5.0,5.0,5.0,,,86,350,29/12/24,1,1,7,7,1.1,7.0,,t,Private room,3,1.0,1 private bath,1.0,0,2,,f,2,0,2,0,0.21,2,7,12/08/24,5.0,5.0,5.0,5.0,f
3365,82%,t,2,2,"['email', 'phone']",t,t,1125,3.0,1125.0,t,29/12/24,10,0,17/06/24,23/09/24,5.0,4.8,4.9,5.0,,,69,158,29/12/24,10,10,1125,1125,3.0,1125.0,,t,Entire home/apt,4,2.5,2.5 baths,2.0,1,0,,f,1,1,0,0,1.53,2,1125,23/09/24,5.0,4.9,5.0,4.6,f
3366,100%,f,2,2,"['email', 'phone']",t,t,1125,1.0,47.5,t,29/12/24,2,0,23/08/24,25/08/24,5.0,5.0,5.0,5.0,,,86,343,29/12/24,2,2,7,1125,1.0,47.5,,t,Private room,2,1.0,1 private bath,1.0,0,2,,f,2,0,2,0,0.47,2,7,25/08/24,5.0,5.0,5.0,5.0,f
3367,100%,t,1,1,"['email', 'phone']",t,t,30,4.0,30.0,t,29/12/24,36,0,05/05/24,01/09/24,4.97,4.83,5.0,4.94,,,0,89,29/12/24,36,36,30,30,4.0,30.0,,t,Entire home/apt,3,1.0,1 bath,2.0,1,0,,f,1,1,0,0,4.52,1,30,01/09/24,4.97,5.0,4.94,4.86,f
3368,97%,t,5,5,"['email', 'phone']",t,t,365,1.4,365.0,t,29/12/24,18,1,22/06/24,05/12/24,5.0,4.94,5.0,5.0,,,21,72,29/12/24,18,18,365,365,1.4,365.0,,t,Entire home/apt,12,6.0,6 baths,5.0,3,0,,t,3,3,0,0,2.83,5,365,05/12/24,5.0,5.0,5.0,4.89,t
